dateStamp,park_sv_id,play_guid,ab_total,ab_count,pitcher_id,batter_id,ab_id,des,type,id,sz_top,sz_bot,x,y,pitch_type,zone_location,pitch_con,stand,strikes,balls,p_throws,gid,pdes,spin,norm_ht,inning,pitcher_team,tstart,vystart,ftime,pfx_x,pfx_z,uncorrected_pfx_x,uncorrected_pfx_z,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,speed,px,pz,pxold,pzold,tm_spin,sb
2015/5/22,150522_191804pit,1dd643d3-6439-4837-90ee-0dba63cda461,5,2,592789,457705,6,Strikeout,B,41,3.47,1.6,6.13,1.58,CU,24,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,104.91,-3.07701,1,nyn,0.084529987,-117.4214242,0.338760512,5.766624184,1.820531559,6.13,1.58,-1.492888091,55,6.221288203,3.984921776,-120.0511178,-7.236424811,8.375000427,20.81600073,-29.53500031,82.05,1.266235285,-0.338595166,1.27,-0.342,1122,1
2015/5/22,150522_191820pit,f9a699b0-3a41-4a10-bcbe-33068187869b,5,3,592789,457705,6,Strikeout,B,42,3.47,1.6,-4.64,10.13,FF,21,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,204.497,-1.01497,1,nyn,0.071819774,-138.1538382,0.288358769,-4.901239524,10.30088487,-4.64,10.13,-1.352383721,55,6.172263217,4.551723781,-141.392125,-9.324647742,-9.823999931,30.17499998,-11.53200005,96.66,-0.320398052,1.580042496,-0.325,1.586,2316,11
2015/5/22,150522_191838pit,9dc4c0b4-a5ad-4282-a02f-02d41a31a91a,5,4,592789,457705,6,Strikeout,S,43,3.49,1.6,-8.14,7.1,FF,17,2,R,1,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,228.739,-0.761905,1,nyn,0.070714996,-140.2234361,0.284890508,-8.386693813,7.261293274,-8.14,7.1,-1.598955417,55,6.126006764,8.289371757,-143.7765351,-7.660021528,-17.22199969,33.63600043,-17.26800011,98.33,0.324984784,1.817853966,0.319,1.825,2259,21
2015/5/22,150522_191857pit,5f14dd45-52d9-4bc7-bd57-22b9257840d4,5,5,592789,457705,6,Strikeout,S,44,3.47,1.6,-5.91,9.52,FF,9,2,R,2,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,Swinging Strike,211.724,0.283422,1,nyn,0.071030035,-139.6300329,0.285844701,-6.165788312,9.679850954,-5.91,9.52,-1.469208543,55,6.244099667,8.549261876,-143.0824799,-6.36875518,-12.57700019,32.53499869,-12.43400047,97.83,0.915630432,2.792701852,0.911,2.8,2341,22
2015/5/22,150522_192809pit,8fb06f54-0e46-4994-8f5f-4626e1297095,3,1,592789,516782,11,Strikeout,S,73,3.46,1.52,7.69,2.45,CU,18,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,108.031,-0.856701,2,nyn,0.08504258,-116.6983114,0.341053992,7.318251972,2.692525297,7.69,2.45,-1.542877393,55,6.18773603,1.703107751,-119.35789,-3.037220759,10.48599953,20.92700079,-28.3209996,81.42,0.403440955,1.662557271,0.406,1.659,1419,0
2015/5/22,150522_192833pit,b08374ce-4dfd-4fc5-9086-e7909355c874,3,2,592789,516782,11,Strikeout,S,74,3.46,1.52,-5.92,8.57,FF,13,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,214.486,0.180412,2,nyn,0.071912111,-137.9572646,0.288944617,-6.179521213,8.740295355,-5.92,8.57,-1.513716219,55,6.200136878,7.837366153,-141.2484932,-6.017526126,-12.33600002,30.63099936,-14.7310004,96.54,0.623789196,2.657549083,0.619,2.665,2158,1
2015/5/22,150522_192854pit,8ab797e8-0937-4d48-8af2-8610ee2ab651,3,3,592789,516782,11,Strikeout,S,75,3.46,1.52,-5.45,8.72,FF,3,2,R,2,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Swinging Strike,211.849,1.86598,2,nyn,0.072158052,-137.4423375,0.290440086,-5.711200938,8.893256866,-5.45,8.72,-1.272365896,55,6.49459664,6.384163469,-140.8554441,-2.618368787,-11.28399997,31.6619995,-14.60800026,96.15,0.375261673,4.293515222,0.371,4.3,2115,2
2015/5/22,150522_192924pit,13b5e76a-83e2-435a-9b26-cff9845167bf,5,1,592789,628356,12,Groundout,S,79,3.55,1.61,-7.24,7.59,FF,15,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Swinging Strike,223.511,-0.431959,2,nyn,0.07182159,-138.1247933,0.288652033,-7.501799196,7.755758765,-7.24,7.59,-1.668518724,55,6.228649948,5.127539176,-141.4390628,-6.992585289,-15.00600009,30.88499907,-16.66499947,96.62,-0.814570646,2.153467871,-0.82,2.161,2174,0
2015/5/22,150522_192937pit,c0ad7452-74d6-491b-aaf2-e66eccce0a80,5,2,592789,628356,12,Groundout,B,80,3.65,1.61,-7.23,8.67,FF,21,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,219.684,-1.07451,2,nyn,0.071468171,-138.7748639,0.28759859,-7.490319233,8.840690733,-7.23,8.67,-1.4716561,55,6.224414719,5.893806562,-142.2036669,-9.077893364,-15.09299998,32.11400107,-14.36500023,97.24,-0.321005121,1.527351014,-0.327,1.534,2345,1
2015/5/22,150522_192958pit,348ede6c-9a4e-49e1-aa18-5cc81e718eff,5,3,592789,628356,12,Groundout,B,81,3.57,1.61,-9.89,4.94,CH,21,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,243.264,-2.2602,2,nyn,0.078249872,-126.8094756,0.314066127,-10.19714753,5.139410328,-9.89,4.94,-1.4963212,55,6.143508584,6.727437139,-129.7570157,-8.323239227,-17.22999911,25.20800093,-23.49499939,88.77,-0.19712119,0.374111369,-0.2,0.375,2107,11
2015/5/22,150522_193016pit,105d7aa9-34cd-49a8-9b3d-98db1d0f9ae0,5,4,592789,628356,12,Groundout,S,82,3.55,1.61,-6.51,3.91,CH,11,2,R,1,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,238.737,-0.204124,2,nyn,0.077804615,-127.6611532,0.310645287,-6.811391159,4.106867515,-6.51,3.91,-1.401866506,55,6.157091224,4.585083282,-130.2502976,-3.491828156,-11.76400047,22.25899962,-25.0860009,88.89,-0.516478313,2.37967443,-0.519,2.382,1474,21
2015/5/22,150522_193049pit,0f457d3f-436b-4d05-ae6c-78b4d8e4d0e9,5,5,592789,628356,12,Groundout,X,83,3.55,1.61,-5.81,7.89,FF,17,2,R,2,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",216.198,-0.516495,2,nyn,0.071565704,-138.6784679,0.286960676,-6.063826532,8.057927832,-5.81,7.89,-1.301347272,55,6.198989965,6.105271189,-141.8265401,-7.349451748,-12.27300029,29.43500021,-15.86999939,96.92,0.151407075,2.072758629,0.147,2.079,2049,22
2015/5/22,150522_193132pit,39dd1bee-1be5-4209-86a9-d87dbb0edc23,6,1,592789,476883,13,Double,S,87,3.5,1.65,-7.12,7.02,FF,5,2,L,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,225.268,0.40973,2,nyn,0.071758066,-138.3323071,0.287448445,-7.380373749,7.183557519,-7.12,7.02,-1.394255776,55,6.161206736,3.117324152,-141.3957114,-4.651235622,-14.88699966,28.56399992,-17.68899963,96.48,-1.323437013,2.947578711,-1.328,2.954,2089,0
2015/5/22,150522_193156pit,4ce7791e-98b8-47db-ac46-d27ab54916e1,6,2,592789,476883,13,Double,B,88,3.47,1.65,-9.54,4.01,CH,23,2,L,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,246.961,-1.94615,2,nyn,0.078301201,-126.6739226,0.314970196,-9.850582485,4.217256417,-9.54,4.01,-1.570896663,55,6.061390657,8.254130049,-129.7755859,-6.789341602,-16.54899936,26.51400069,-25.09400032,88.78,0.450611436,0.787714515,0.449,0.789,1962,1
2015/5/22,150522_193218pit,6074a406-9ae8-421b-9ae3-681b9e5b6a55,6,3,592789,476883,13,Double,B,89,3.43,1.65,8.09,4.04,CU,14,2,L,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,116.86,0.0606742,2,nyn,0.08555798,-115.8676117,0.345159073,7.708497074,4.288852706,8.09,4.04,-1.462546948,55,6.181939778,2.484562403,-118.8912673,-1.387389731,10.78399987,23.66100005,-26.1789994,81.09,0.918593321,2.597938054,0.922,2.594,1561,11
2015/5/22,150522_193236pit,da03e5c6-f0b5-4997-8c99-d7d5ba445da6,6,4,592789,476883,13,Double,S,90,3.5,1.65,-5.46,8.8,FF,8,2,L,1,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,211.668,0.655135,2,nyn,0.071158605,-139.3182784,0.287022587,-5.716484651,8.970901676,-5.46,8.8,-1.577127924,55,6.181325013,7.466237968,-142.9414309,-4.887175118,-11.56500011,34.08899954,-14.03000019,97.65,0.464892991,3.174031361,0.459,3.181,2151,21
2015/5/22,150522_193258pit,344cf777-0be2-4202-b62c-1cd8d562c2d1,6,5,592789,476883,13,Double,B,91,3.47,1.63,-8.87,3.07,CH,20,2,L,2,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,250.648,-1.18261,2,nyn,0.078042643,-127.1001519,0.313843124,-9.175633494,3.274056888,-8.87,3.07,-1.48970537,55,6.080615788,5.193621374,-130.1925828,-5.000905042,-15.5259996,26.52200011,-26.6390004,88.9,-0.692479217,1.460224027,-0.695,1.462,1786,22
2015/5/22,150522_193318pit,b893e166-ca76-4ec8-a3c7-5e4f78e8e367,6,6,592789,476883,13,Double,X,92,3.5,1.65,-7.45,6.55,FF,11,2,L,2,3,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, no out",228.485,-0.08,2,nyn,0.070135654,-141.6076671,0.280157102,-7.691196412,6.713078675,-7.45,6.55,-1.403567881,55,6.202461326,6.406942749,-144.5173394,-6.183792901,-16.33200031,27.7510002,-17.92400024,98.72,-0.147299832,2.493257717,-0.153,2.501,2133,32
2015/5/22,150522_193413pit,6e477395-c5e2-4cb0-9fde-de7b41234aff,5,1,592789,570256,14,Field Error,S,96,3.98,1.79,-4.63,9.49,FF,11,2,L,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,205.9,-0.56895,2,nyn,0.071076741,-139.5820005,0.285551731,-4.887984177,9.65610516,-4.63,9.49,-1.492121533,55,6.215145203,5.018923253,-142.9020464,-7.671988205,-9.990999748,31.26199988,-12.44199989,97.63,-0.292608183,2.254920687,-0.298,2.262,2215,0
2015/5/22,150522_193434pit,e7869d91-d7b3-4adb-9751-92dedb924bf1,5,2,592789,570256,14,Field Error,B,97,3.98,1.79,-4.92,7.87,FF,15,2,L,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,211.836,-0.801826,2,nyn,0.07084824,-139.9495369,0.285539459,-5.17129811,8.038968935,-4.92,7.87,-1.564284311,55,6.047567073,1.593783173,-143.5262445,-7.259190707,-10.57099967,33.79699973,-15.74600075,97.99,-1.750097868,2.000679437,-1.756,2.007,1940,1
2015/5/22,150522_193457pit,263837fe-d5f2-495f-8842-73794c7c9e34,5,3,592789,570256,14,Field Error,S,98,3.84,1.79,-6.67,4.69,CH,22,2,L,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Swinging Strike,234.619,-1.39707,2,nyn,0.078701388,-126.083123,0.31586275,-6.979858845,4.894281225,-6.67,4.69,-1.704305035,55,6.083854639,6.429604227,-129.010286,-5.647221066,-11.66000037,24.89000014,-24.00300072,88.15,-0.012707987,1.381014675,-0.014,1.383,1547,11
2015/5/22,150522_193520pit,9e878389-5ce9-434d-8240-7d005d0884ab,5,4,592789,570256,14,Field Error,B,99,3.84,1.79,-7.77,5.71,FF,5,2,L,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,233.468,0.155122,2,nyn,0.071031382,-139.5836919,0.286333105,-8.020261952,5.880902434,-7.77,5.71,-1.706749644,55,6.070601428,3.215773098,-143.1660819,-3.939754314,-16.30400043,33.76399878,-20.22399948,97.67,-1.700206996,2.967245628,-1.706,2.974,2006,12
2015/5/22,150522_193544pit,01982622-6809-4041-a77b-c327e1e46625,5,5,592789,570256,14,Field Error,X,100,3.84,1.79,-8.43,1.14,CH,16,2,L,2,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, run(s)",261.987,-0.964878,2,nyn,0.078750038,-126.0751326,0.3151256,-8.740750519,1.349543304,-8.43,1.14,-1.569805958,55,6.007961903,5.876516915,-128.7923098,-3.189604279,-14.66999965,23.08400038,-29.91400002,87.93,-0.40042577,1.825317237,-0.402,1.826,1621,22
2015/5/22,150522_193652pit,cc7339d4-089b-407d-b04a-65913d322fb6,3,1,592789,455755,15,Double,S,108,3.57,1.62,-3.36,11.03,FF,12,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,196.875,-0.322051,2,nyn,0.070761859,-139.9971318,0.286558586,-3.621800446,11.19353657,-3.36,11.03,-1.590409344,55,6.197068392,5.384502587,-143.9447358,-8.147906658,-7.350999882,37.36300162,-9.459999542,98.37,-0.043947307,2.273751233,-0.049,2.281,2387,0
2015/5/22,150522_193748pit,f7234315-c902-4677-8222-3751e467daa5,3,2,592789,455755,15,Double,B,112,3.61,1.62,-4.68,9.69,FF,10,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,205.677,-0.116583,2,nyn,0.071871242,-137.804427,0.291418601,-4.949757242,9.86282648,-4.68,9.69,-1.282267834,55,6.191189033,-0.130844873,-141.7854721,-6.72169662,-9.714000275,37.10200003,-12.82300041,96.78,-2.106576657,2.491876453,-2.112,2.499,2188,1
2015/5/22,150522_193841pit,b6c311cb-6535-4f37-96ca-3167d682c647,3,3,592789,455755,15,Double,X,116,3.63,1.62,-5.35,7.5,FF,5,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, run(s)",215.347,0.4,2,nyn,0.070053072,-141.6708331,0.280917304,-5.596145025,7.660549048,-5.35,7.5,-1.563986146,55,6.140115571,4.246358542,-144.8930466,-5.009829727,-11.81899982,30.77900008,-16.00000046,98.89,-0.805259321,3.018787204,-0.811,3.027,1968,11
2015/5/22,150522_193949pit,94f33e89-62a6-4ae9-86fc-56be9ecdf10c,3,1,592789,543037,16,Groundout,S,122,3.53,1.54,-3.85,10.8,FF,18,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,199.532,-0.673367,2,nyn,0.070534717,-140.6823137,0.283075624,-4.103069117,10.96251233,-3.85,10.8,-1.507378285,55,6.168084219,7.272547502,-143.9454181,-9.27502595,-8.533999969,30.95900038,-9.377999763,98.47,0.673875345,1.857352118,0.668,1.865,2428,0
2015/5/22,150522_194009pit,2b9587f5-c9cd-4100-a0df-14db0b0773cd,3,2,592789,543037,16,Groundout,B,123,3.39,1.54,-3.61,9.41,FF,14,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,200.9,0.128649,2,nyn,0.070476193,-140.8697698,0.282085876,-3.863401208,9.572564634,-3.61,9.41,-1.399406515,55,6.17753279,8.012109436,-143.9252306,-6.946149984,-8.092000057,29.00599936,-12.12900017,98.4,1.097374735,2.576182045,1.092,2.584,2150,1
2015/5/22,150522_194033pit,f4f53abd-588b-4662-bfe6-e0c090086440,3,3,592789,543037,16,Groundout,X,124,3.39,1.54,-4.2,8.35,FF,11,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",206.578,-0.0183784,2,nyn,0.07065934,-140.4122115,0.283813413,-4.451195771,8.509468753,-4.2,8.35,-1.348893784,55,6.193309192,4.825610644,-143.7349963,-6.799149815,-9.209999611,31.47200087,-14.57200001,98.17,-0.168080436,2.44105217,-0.174,2.448,1972,11
2015/5/22,150522_195349pit,26fccf16-c62d-41fa-b570-2924116b15a4,2,1,592789,543281,22,Groundout,S,173,3.43,1.58,7.15,-0.08,CU,12,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,89.7611,-0.229189,3,nyn,0.086248206,-114.9488771,0.347803844,6.757971336,0.169838278,7.15,-0.08,-1.307781466,55,6.205900606,0.806556038,-117.9229593,-0.585845131,9.311000298,23.08599928,-31.94500015,80.4,0.13424999,2.29814624,0.138,2.293,1221,0
2015/5/22,150522_195402pit,bd6b2a0f-0bd5-4d18-86b0-ff2eb5f2a7bd,2,2,592789,543281,22,Groundout,X,174,3.58,1.58,-7.1,6.21,FF,11,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",228.634,0.053,3,nyn,0.071665671,-138.3816441,0.28851433,-7.358794696,6.380885027,-7.1,6.21,-1.486795856,55,6.177057605,6.131511056,-141.833069,-5.139228953,-14.73399978,32.23800162,-19.40300034,96.86,-0.214109179,2.62605238,-0.219,2.633,1952,1
2015/5/22,150522_195441pit,c0e972dd-b891-4455-8c1d-49e32c95a595,3,1,592789,435522,23,Groundout,B,178,3.54,1.7,12.75,-2.74,CU,5,2,L,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,78.1321,0.523913,3,nyn,0.090004532,-110.1270318,0.363388805,12.32118941,-2.457740052,12.75,-2.74,-1.298755313,55,6.166490777,-5.168744805,-113.0497817,2.641112584,15.55099911,21.74300078,-35.28099869,77.18,-1.944929188,3.109714483,-1.939,3.102,2127,0
2015/5/22,150522_195455pit,ba333a70-6066-46b1-9797-cdefa6921171,3,2,592789,435522,23,Groundout,S,179,3.45,1.7,6.08,-0.51,CU,10,2,L,0,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,85.688,-0.307429,3,nyn,0.085836505,-115.4720999,0.346600558,5.69353323,-0.259483641,6.08,-0.51,-1.441043547,55,6.198833316,-1.228599785,-118.5440671,-0.463655664,7.898999641,23.96300009,-32.53899811,80.83,-1.134042915,2.311074391,-1.131,2.306,1043,10
2015/5/22,150522_195512pit,a817f541-49ce-46ad-9f23-606cddcad2a4,3,3,592789,435522,23,Groundout,X,180,3.66,1.7,-6.72,7.95,FF,15,2,L,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",220.071,-0.994898,3,nyn,0.070936181,-139.7205771,0.286509225,-6.976619476,8.113367989,-6.72,7.95,-1.514607667,55,6.137748683,4.064832987,-143.4578323,-8.231225895,-14.16499953,35.27699927,-15.70599983,98.01,-1.010184764,1.697952712,-1.015,1.705,2161,11
2015/5/22,150522_195549pit,6d3b47ce-b75c-4baf-9497-b4d5579162a8,4,1,592789,457705,24,Flyout,S,184,3.38,1.6,7.25,0.5,CU,13,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,94.3605,-0.335955,3,nyn,0.087123449,-113.7643256,0.351832022,6.849314008,0.756083674,7.25,0.5,-1.205773093,55,6.181400959,1.145511894,-116.7970966,-0.758272573,9.221999596,23.3079994,-31.16099976,79.64,0.417307879,2.197040931,0.422,2.191,1225,0
2015/5/22,150522_195604pit,556f4ca7-7784-47d1-83bf-37ff28d61b53,4,2,592789,457705,24,Flyout,S,185,3.47,1.6,-5.48,10.58,FF,15,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,207.275,-0.719786,3,nyn,0.071548798,-138.5155089,0.289082758,-5.741179537,10.74628429,-5.48,10.58,-1.314080661,55,6.269152567,3.490221074,-142.2467794,-9.020596702,-11.45000034,34.92000082,-10.7470002,97.21,-0.829653903,1.855246667,-0.835,1.862,2450,1
2015/5/22,150522_195624pit,3ed8108e-009e-47ba-b031-8dc2dc549067,4,3,592789,457705,24,Flyout,B,186,3.42,1.6,8.65,0.98,CU,24,2,R,2,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,96.8017,-2.04396,3,nyn,0.085050184,-116.6372838,0.341877102,8.277905991,1.223732772,8.65,0.98,-1.196512473,55,6.193416492,2.595961111,-119.4472518,-4.67707374,11.80400033,22.11299971,-30.43400047,81.52,1.318773563,0.653723402,1.322,0.65,1521,2
2015/5/22,150522_195645pit,e57dfb07-b35b-4145-8a1f-c075de742918,4,4,592789,457705,24,Flyout,X,187,3.47,1.6,-4.45,8.47,FF,7,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",207.58,0.71123,3,nyn,0.070663966,-140.3546817,0.284357295,-4.698720619,8.627986344,-4.45,8.47,-1.328680743,55,6.390097789,6.033049802,-143.8211275,-5.395549836,-9.684999992,32.83600119,-14.39499996,98.22,0.287491153,3.191939083,0.282,3.2,2010,12
2015/5/22,150522_200548pit,4e7cc8ed-d3f1-48a0-9e92-0871b76d53dc,4,1,592789,516782,28,Groundout,B,212,3.46,1.52,-8.16,3.88,CH,21,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,244.306,-2.2268,4,nyn,0.079271687,-125.1078842,0.319082959,-8.475399266,4.088643678,-8.16,3.88,-1.439233919,55,6.17319271,6.024213881,-128.2168969,-7.781137784,-13.87400012,26.2529991,-25.48600052,87.68,-0.13142575,0.329757461,-0.133,0.33,1690,0
2015/5/22,150522_200604pit,44286ccc-e72a-4f2a-adde-4bfde0d95d8a,4,2,592789,516782,28,Groundout,S,213,3.46,1.52,-8.9,4.94,CH,16,2,R,0,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,240.755,-0.508247,4,nyn,0.079743115,-124.3733516,0.320909902,-9.221524732,5.147716473,-8.9,4.94,-1.681299838,55,6.193581553,6.470834871,-127.4488549,-4.292661752,-14.92400031,25.81600073,-23.84800003,87.06,-0.278779441,1.995751744,-0.28,1.997,1894,10
